WorkOrderID,AssetID,Plant,Vendor,Department,Priority,Status,Problem,RootCause,Reported,Resolved,BudgetGBP,ActualGBP,Variance,DowntimeHours,LostMWh,Risk,Severity,Compliance,AuditScore,Inspector,AssetAge,ReactorType,InventoryPart,InventoryLevel,ReorderPoint,ProcurementDelay,MaintenanceType,LabourHours,Technicians,RadiationZone,DosemSv,Regulation,FineGBP,ContractValue,PaymentStatus,ForecastCost,FailureCount,InspectionFreqDays,Comments
WO02095,A1045,Diablo Canyon,Vendor_1,Finance,P5,Cancelled,Valve Leak,Design,2024-09-21,2024-09-23,348050,327987,-20063,29.0,520.3,14,Low,Pending,,EMP729,34,PHWR,P1116,18,15,80,Preventive,52.7,4,D,5.96,STUK,0,158829,Overdue,378598,8,365,repeat issue 
WO02096,A1162,Torness,Vendor_19,Finance,P2,Cancelled,Valve Leak,Human Error,02/06/2023,2023-07-18,436608,397222,-39386,26.7,252.5,29,Medium,Pending,82.0,EMP153,21,PWR,P1490,354,72,25,Preventive,26.3,4,A,5.4,NRC,0,836278,Pending,440107,5,365,repeat issue 
WO02097,A1107,Torness,Vendor_13,Procurement,P1,Cancelled,Inspection Overdue,Vendor Delay,2023-04-07,2023-05-21,340276,442189,101913,74.9,777.5,91,High,Compliant,,EMP955,7,PWR,P1200,251,95,14,Corrective,20.4,7,B,16.23,STUK,10949,543151,Paid,369412,4,30,urgent
WO02098,A1250,Olkiluoto 3,Vendor_19,Ops,P1,In Progress,Inspection Overdue,Design,20/03/2022,2022-04-22,335066,318740,-16326,44.5,280.7,89,High,Non-Compliant,85.0,EMP578,20,AGR,P1056,468,80,89,Predictive,38.2,3,D,11.73,ONR,0,909159,Paid,320022,1,30,
WO02099,A1256,Heysham 1,Vendor_23,Engineering,P5,Cancelled,Inventory Shortage,Ageing,20/11/2023,2024-01-16,198852,274996,76144,55.7,731.7,100,Critical,Pending,,EMP875,2,PHWR,P1118,153,36,78,Corrective,64.3,5,A,9.02,NRC,0,901083,Overdue,201900,9,365,repeat issue 
WO02100,A1013,Heysham 1,Vendor_30,Maint,P5,Cancelled,Valve Leak,Human Error,03/08/2023,2023-09-15,499471,542874,43403,78.5,471.4,57,Low,compliant,,EMP211,20,PHWR,P1151,406,19,48,Predictive,48.4,4,A,9.5,ONR,0,885350,Pending,488452,3,30,N/A
WO02101,A1053,Diablo Canyon,Vendor_30,Procurement,P1,Open,Inspection Overdue,Design,2022-11-23,2022-12-18,89429,64117,-25312,4.9,582.6,88,Medium,compliant,87.0,EMP341,13,SMR,P1236,138,115,82,Predictive,22.1,7,D,0.25,STUK,0,778766,Paid,86797,0,90,urgent
WO02102,A1281,Torness,Vendor_15,Finance,P5,Closed,Inventory Shortage,Ageing,15/10/2025,2025-10-23,7076,56921,49845,5.9,732.8,97,Low,Pending,,EMP905,10,AGR,P1266,153,78,84,Predictive,41.0,5,C,7.82,CNSC,0,54582,Paid,9697,9,180,await docs
WO02103,A1125,Heysham 1,Vendor_26,Safety,P3,Cancelled,Valve Leak,Human Error,05/06/2022,,21942,72797,50855,16.1,616.7,91,Low,Compliant,73.0,EMP994,4,AGR,P1157,373,101,45,Preventive,75.8,2,B,0.61,NRC,70214,361365,Pending,63032,4,180,await docs
WO02104,A1108,Sizewell B,Vendor_7,Procurement,P3,In Progress,Pump Failure,Human Error,07/10/2023,,341947,373260,31313,58.2,717.6,98,Medium,compliant,,EMP695,38,PWR,P1495,355,56,58,Preventive,76.9,8,D,2.0,STUK,0,30677,Overdue,332618,12,90,repeat issue 
WO02105,A1118,Sizewell B,Vendor_15,Engineering,P1,Closed,Valve Leak,Unknown,15/08/2025,2025-09-30,13423,68248,54825,63.6,582.4,85,Low,Compliant,,EMP921,20,PWR,P1355,13,87,51,Preventive,72.4,6,A,10.96,ONR,0,543133,Overdue,15206,2,180,repeat issue 
WO02106,A1061,Sizewell B,Vendor_9,Finance,P2,Closed,Valve Leak,Design,2023-02-20,2023-03-15,491590,583289,91699,82.5,54.0,72,Low,Non-Compliant,,EMP857,21,BWR,P1492,173,97,7,Predictive,70.4,1,B,5.82,CNSC,0,499157,Pending,496157,0,180,await docs
WO02107,A1291,Bruce A,Vendor_7,Finance,P4,In Progress,Valve Leak,Human Error,2024-09-09,2024-09-28,233386,195446,-37940,34.8,29.4,66,High,Non-Compliant,44.0,EMP842,33,PWR,P1478,78,38,37,Corrective,79.2,3,A,6.16,CNSC,0,818753,Pending,276341,5,30,N/A
WO02108,A1165,Bruce A,Vendor_9,Finance,P1,Closed,Pump Failure,Vendor Delay,09/12/2022,2022-12-23,226752,227959,1207,70.9,361.0,100,Medium,Compliant,,EMP343,35,AGR,P1433,189,19,17,Emergency,36.9,6,A,14.12,ONR,42629,410346,Overdue,243821,5,365,
WO02109,A1123,Diablo Canyon,Vendor_15,Procurement,P1,Open,Inventory Shortage,Design,2022-10-20,2022-11-25,180683,156681,-24002,11.3,457.9,27,Medium,compliant,55.0,EMP111,31,SMR,P1182,289,48,17,Emergency,36.8,3,B,5.72,CNSC,0,490852,Overdue,214769,2,180,await docs
WO02110,A1065,Sizewell B,Vendor_16,Procurement,P3,Closed,Inspection Overdue,Design,14/11/2024,2024-11-14,216852,253652,36800,68.7,765.4,69,Medium,Non-Compliant,,EMP865,19,SMR,P1325,449,88,35,Preventive,56.0,7,C,5.97,STUK,39890,824873,Paid,238791,8,365,await docs
WO02111,A1172,Bruce A,Vendor_23,Procurement,P5,Closed,Pump Failure,Design,2024-10-24,2024-12-15,483708,518551,34843,2.1,347.1,11,Critical,Compliant,,EMP364,25,SMR,P1470,87,51,71,Predictive,33.6,6,B,13.8,CNSC,0,701782,Pending,470697,7,90,await docs
WO02112,A1076,Diablo Canyon,Vendor_19,Procurement,P5,Closed,Inspection Overdue,Ageing,2024-03-03,2024-04-19,56751,82899,26148,28.6,211.4,80,High,compliant,79.0,EMP982,36,SMR,P1150,390,53,87,Emergency,27.0,3,B,0.72,NRC,0,839090,Overdue,53606,11,30,urgent
WO02113,A1113,Sizewell B,Vendor_20,Procurement,P3,Cancelled,Valve Leak,Unknown,2024-08-16,2024-09-06,292220,398265,106045,71.0,239.6,54,High,Compliant,,EMP389,7,PWR,P1432,115,104,23,Corrective,60.6,1,C,3.5,ONR,0,652073,Overdue,339639,10,180,N/A
WO02114,A1171,Diablo Canyon,Vendor_9,Finance,P1,In Progress,Inspection Overdue,Vendor Delay,2022-01-31,2022-03-05,384922,477992,93070,90.3,77.7,20,Medium,Non-Compliant,,EMP740,45,PWR,P1023,386,24,47,Emergency,42.9,5,D,15.97,STUK,21869,112588,Overdue,421181,12,30,N/A
WO02115,A1166,Torness,Vendor_11,Ops,P2,Open,Pump Failure,Ageing,2023-05-04,2023-06-19,233523,253313,19790,75.1,519.1,75,High,Non-Compliant,,EMP544,39,PWR,P1052,105,53,65,Predictive,5.4,1,B,3.41,NRC,0,859227,Pending,258285,4,90,repeat issue 
WO02116,A1120,Heysham 1,Vendor_3,Maint,P3,In Progress,Pump Failure,Vendor Delay,30/04/2025,2025-05-25,431777,450780,19003,23.9,151.5,91,High,Compliant,,EMP326,32,SMR,P1305,15,80,19,Predictive,1.5,4,A,7.8,ONR,0,779238,Paid,415506,8,30,
WO02117,A1263,Olkiluoto 3,Vendor_1,Maint,P3,Open,Valve Leak,Design,27/01/2024,2024-02-19,177612,152252,-25360,20.8,314.8,32,Medium,compliant,,EMP730,30,PWR,P1319,283,116,61,Emergency,20.3,5,A,4.92,STUK,0,625754,Pending,206724,2,180,repeat issue 
WO02118,A1163,Diablo Canyon,Vendor_25,Finance,P2,Closed,Inspection Overdue,Unknown,2022-06-26,2022-08-04,42224,60132,17908,50.7,19.3,10,Critical,Compliant,,EMP561,6,BWR,P1349,332,21,73,Emergency,35.3,6,D,0.17,CNSC,83975,407076,Overdue,63677,1,30,N/A
WO02119,A1171,Olkiluoto 3,Vendor_5,Procurement,P4,Cancelled,Valve Leak,Human Error,18/10/2024,2024-11-14,292946,337336,44390,27.2,242.9,66,Medium,Non-Compliant,,EMP714,42,PHWR,P1010,326,103,76,Preventive,44.0,7,C,5.49,STUK,0,999321,Overdue,342905,7,365,N/A
WO02120,A1262,Diablo Canyon,Vendor_27,Ops,P1,Cancelled,Calibration Drift,Human Error,2023-12-29,2024-01-15,403211,497595,94384,-0.3,47.5,89,Medium,Pending,,EMP547,14,PHWR,P1369,477,36,1,Predictive,50.4,3,C,1.76,NRC,0,149477,Pending,451609,2,365,N/A
WO02121,A1084,Torness,Vendor_23,Finance,P3,In Progress,Inventory Shortage,Unknown,27/02/2022,2022-03-21,376055,434572,58517,68.7,295.4,24,High,Non-Compliant,,EMP417,23,SMR,P1381,171,45,5,Corrective,1.6,2,A,10.52,STUK,0,259895,Paid,390012,5,90,urgent
WO02122,A1061,Heysham 1,Vendor_7,Maint,P1,Cancelled,Pump Failure,Vendor Delay,2025-08-14,2025-09-17,296334,393775,97441,24.1,539.3,12,Critical,Non-Compliant,92.0,EMP493,27,PWR,P1231,365,54,13,Corrective,64.8,8,C,9.46,ONR,0,189586,Paid,311522,8,90,await docs
WO02123,A1282,Diablo Canyon,Vendor_20,Engineering,P4,Cancelled,Valve Leak,Design,28/03/2022,2022-05-14,89104,171142,82038,86.4,134.1,13,Critical,Compliant,,EMP543,34,SMR,P1240,431,53,4,Predictive,8.1,7,B,9.75,STUK,0,474611,Paid,108403,5,365,
WO02124,A1204,Heysham 1,Vendor_7,Engineering,P4,In Progress,Inspection Overdue,Vendor Delay,31/08/2023,,361259,397887,36628,43.3,302.3,9,High,compliant,,EMP387,7,SMR,P1007,324,102,62,Emergency,48.3,1,A,9.65,NRC,0,348445,Pending,410244,9,365,repeat issue 
WO02125,A1040,Diablo Canyon,Vendor_22,Finance,P3,Open,Sensor Fault,Design,07/11/2023,2023-12-04,283801,253289,-30512,4.4,505.1,29,Low,Non-Compliant,,EMP672,37,AGR,P1399,198,19,23,Corrective,53.3,6,A,15.07,ONR,0,411043,Paid,308005,2,30,
WO02126,A1198,Sizewell B,Vendor_6,Finance,P4,Open,Inventory Shortage,Design,01/11/2022,2022-12-25,340116,315781,-24335,83.4,465.1,25,Critical,compliant,,EMP138,26,PWR,P1426,484,63,40,Preventive,49.1,4,D,10.44,NRC,48557,26213,Paid,369409,5,180,N/A
WO02127,A1105,Torness,Vendor_25,Procurement,P2,Closed,Valve Leak,Vendor Delay,2022-08-16,2022-10-13,210045,299706,89661,83.3,48.6,26,High,Pending,,EMP804,33,BWR,P1031,407,12,1,Emergency,42.0,6,A,3.24,NRC,0,847509,Pending,232913,0,90,urgent
WO02128,A1199,Torness,Vendor_11,Ops,P2,In Progress,Calibration Drift,Human Error,2025-09-02,2025-10-30,175778,218406,42628,72.2,216.6,43,Medium,Compliant,,EMP936,2,AGR,P1121,121,105,28,Emergency,58.7,1,B,10.16,STUK,55285,421425,Overdue,218302,11,90,N/A
WO02129,A1134,Bruce A,Vendor_6,Engineering,P5,Cancelled,Inspection Overdue,Unknown,17/09/2023,2023-11-10,340824,358568,17744,15.3,361.1,92,High,Non-Compliant,,EMP832,42,PWR,P1259,91,46,71,Emergency,72.4,2,C,2.67,CNSC,0,254074,Overdue,328581,7,30,N/A
WO02130,A1236,Heysham 1,Vendor_17,Safety,P2,In Progress,Inspection Overdue,Human Error,2024-01-06,2024-02-27,54503,53550,-953,50.9,115.0,8,Medium,Non-Compliant,56.0,EMP132,26,PWR,P1082,477,115,40,Preventive,13.8,5,A,12.65,CNSC,0,625538,Paid,101010,8,365,N/A
WO02131,A1228,Torness,Vendor_26,Procurement,P3,Closed,Valve Leak,Design,2025-06-14,2025-07-25,75801,90341,14540,85.5,303.1,21,Low,compliant,54.0,EMP944,9,AGR,P1088,218,109,34,Emergency,28.8,8,B,5.81,ONR,0,983624,Paid,88419,1,90,
WO02132,A1040,Torness,Vendor_4,Engineering,P2,Closed,Valve Leak,Ageing,2023-10-19,2023-12-11,194698,228172,33474,49.2,2.3,84,High,Non-Compliant,,EMP108,1,AGR,P1319,454,12,9,Corrective,52.1,8,B,17.19,ONR,76307,376130,Overdue,181030,3,365,
WO02133,A1072,Olkiluoto 3,Vendor_22,Ops,P1,Open,Valve Leak,Vendor Delay,27/03/2024,2024-05-05,391485,433548,42063,15.8,742.4,36,High,Compliant,,EMP554,8,PWR,P1366,276,116,47,Predictive,67.7,4,A,3.9,STUK,45264,730924,Paid,380541,3,365,urgent
WO02134,A1208,Heysham 1,Vendor_25,Safety,P1,In Progress,Inventory Shortage,Ageing,06/02/2022,2022-02-07,241494,273969,32475,4.0,776.5,88,Medium,Pending,,EMP725,24,BWR,P1020,138,72,25,Emergency,27.9,2,A,1.31,ONR,0,64448,Paid,264609,8,90,urgent
WO02135,A1225,Sizewell B,Vendor_15,Ops,P5,Closed,Calibration Drift,Human Error,08/12/2024,2025-01-04,261249,334150,72901,67.7,631.6,82,Low,Pending,,EMP605,8,BWR,P1105,432,66,77,Corrective,63.7,3,D,9.67,CNSC,0,189168,Pending,248457,9,365,urgent
WO02136,A1254,Diablo Canyon,Vendor_1,Engineering,P2,Cancelled,Inspection Overdue,Ageing,07/03/2024,2024-03-06,350867,458729,107862,6.3,78.1,38,High,compliant,,EMP359,27,BWR,P1158,142,28,5,Corrective,38.9,1,D,2.44,STUK,46754,752819,Paid,334138,9,180,await docs
WO02137,A1281,Olkiluoto 3,Vendor_16,Maint,P5,Closed,Inventory Shortage,Unknown,2022-07-05,2022-08-26,290849,287195,-3654,76.2,245.0,83,Low,Compliant,,EMP153,10,AGR,P1055,322,107,8,Predictive,76.1,4,C,15.05,STUK,0,971692,Overdue,273995,6,180,await docs
WO02138,A1289,Heysham 1,Vendor_26,Maint,P3,Open,Sensor Fault,Vendor Delay,07/03/2024,2024-03-13,200842,267808,66966,51.8,129.9,53,Critical,compliant,,EMP550,6,AGR,P1285,104,18,59,Predictive,73.1,5,B,3.6,ONR,35433,84738,Overdue,240148,2,30,urgent
WO02139,A1063,Heysham 1,Vendor_9,Safety,P5,In Progress,Pump Failure,Vendor Delay,2023-01-22,2023-02-19,248409,249199,790,51.9,484.0,32,Medium,compliant,,EMP762,5,AGR,P1324,244,48,59,Preventive,40.8,2,C,8.31,ONR,0,649657,Paid,267887,0,180,repeat issue 
WO02140,A1208,Bruce A,Vendor_26,Engineering,P2,In Progress,Valve Leak,Design,2025-06-28,,291082,377664,86582,52.0,341.2,93,Critical,Non-Compliant,66.0,EMP576,12,PWR,P1222,383,19,90,Emergency,73.9,3,A,5.82,CNSC,78459,113843,Overdue,340611,0,30,N/A
WO02141,A1109,Bruce A,Vendor_28,Finance,P3,Closed,Inventory Shortage,Unknown,2022-11-01,2022-12-03,409441,486873,77432,20.1,388.9,92,Low,Non-Compliant,42.0,EMP621,3,BWR,P1452,484,64,-1,Corrective,56.6,2,C,14.74,STUK,0,306183,Pending,452316,2,30,N/A
WO02142,A1019,Heysham 1,Vendor_5,Procurement,P4,Open,Inventory Shortage,Vendor Delay,18/09/2025,2025-11-14,205651,238862,33211,37.9,211.0,8,Low,Compliant,,EMP369,6,PWR,P1208,217,49,38,Corrective,26.7,5,B,15.36,CNSC,0,820964,Overdue,250262,6,180,await docs
WO02143,A1034,Bruce A,Vendor_21,Finance,P4,Cancelled,Inventory Shortage,Ageing,09/02/2024,2024-03-30,245554,303345,57791,82.7,47.6,23,Medium,Pending,,EMP578,31,BWR,P1389,32,87,78,Corrective,55.9,5,B,2.21,CNSC,0,472772,Overdue,294876,4,365,
WO02144,A1254,Bruce A,Vendor_6,Engineering,P2,In Progress,Inspection Overdue,Ageing,02/04/2025,2025-04-14,82519,156850,74331,95.5,463.6,67,Critical,Compliant,62.0,EMP828,30,PHWR,P1055,288,58,5,Predictive,75.6,3,A,0.03,CNSC,0,647445,Paid,66088,9,90,await docs
WO02145,A1238,Sizewell B,Vendor_30,Procurement,P4,In Progress,Pump Failure,Design,2022-08-09,2022-08-08,213832,243035,29203,58.5,242.4,45,Low,Pending,,EMP402,20,BWR,P1184,78,56,15,Emergency,52.2,6,C,17.67,CNSC,0,617093,Paid,236784,4,30,N/A
WO02146,A1074,Diablo Canyon,Vendor_7,Safety,P3,Cancelled,Inspection Overdue,Unknown,30/06/2022,,154103,216451,62348,40.1,47.9,67,Low,Non-Compliant,,EMP933,22,PHWR,P1137,340,60,27,Corrective,57.5,1,A,5.94,NRC,4077,324504,Pending,193326,11,90,await docs
WO02147,A1102,Diablo Canyon,Vendor_22,Engineering,P4,In Progress,Valve Leak,Design,2025-03-10,2025-03-10,261667,359070,97403,86.6,537.4,16,Low,Non-Compliant,,EMP788,23,SMR,P1301,409,44,12,Emergency,30.7,3,B,12.5,ONR,0,603002,Overdue,248980,10,180,N/A
WO02148,A1100,Diablo Canyon,Vendor_11,Safety,P3,Cancelled,Pump Failure,Vendor Delay,09/09/2022,2022-11-02,374019,406559,32540,76.6,312.7,51,High,compliant,,EMP625,42,PHWR,P1114,108,24,57,Preventive,62.9,3,B,17.73,ONR,0,407370,Pending,393439,8,30,await docs
WO02149,A1197,Torness,Vendor_29,Maint,P3,In Progress,Sensor Fault,Ageing,2023-02-05,2023-02-25,349245,313116,-36129,23.8,289.0,72,Medium,compliant,56.0,EMP303,35,SMR,P1390,177,57,34,Corrective,10.5,6,B,8.39,STUK,0,635742,Pending,347685,2,365,await docs
WO02150,A1243,Heysham 1,Vendor_25,Ops,P5,In Progress,Inspection Overdue,Vendor Delay,09/06/2024,2024-08-05,266839,324574,57735,81.9,871.5,95,High,compliant,,EMP250,5,AGR,P1243,146,13,11,Emergency,5.9,2,C,6.98,ONR,0,82063,Paid,304250,9,365,N/A
WO02151,A1051,Heysham 1,Vendor_28,Ops,P5,Cancelled,Pump Failure,Human Error,29/01/2023,2023-02-16,185817,165823,-19994,77.3,661.1,99,Medium,Compliant,68.0,EMP640,2,PHWR,P1397,310,84,57,Preventive,34.7,1,C,4.27,ONR,0,578231,Pending,168764,1,30,
WO02152,A1210,Diablo Canyon,Vendor_2,Finance,P4,Cancelled,Pump Failure,Ageing,31/10/2024,2024-11-10,375674,451295,75621,60.9,45.3,100,High,Compliant,,EMP356,14,PWR,P1439,-4,64,17,Corrective,62.7,7,A,12.09,STUK,0,557369,Overdue,405301,7,365,urgent
WO02153,A1111,Sizewell B,Vendor_25,Maint,P1,Cancelled,Inspection Overdue,Ageing,05/01/2025,2025-02-23,206273,285264,78991,40.6,831.2,36,High,Compliant,79.0,EMP698,6,PHWR,P1104,440,89,41,Preventive,50.0,8,D,3.64,CNSC,0,770054,Pending,214193,0,30,
WO02154,A1254,Torness,Vendor_6,Procurement,P5,Closed,Inspection Overdue,Ageing,2023-03-23,2023-04-21,470558,538499,67941,47.6,481.3,52,Low,compliant,95.0,EMP219,33,PHWR,P1469,300,25,34,Preventive,4.4,2,C,1.4,ONR,0,876180,Pending,496177,9,30,await docs
WO02155,A1058,Torness,Vendor_10,Safety,P5,Open,Calibration Drift,Design,04/10/2025,2025-10-27,165260,157166,-8094,31.9,355.5,45,Medium,Non-Compliant,,EMP625,3,PHWR,P1266,245,64,3,Corrective,38.7,2,B,14.31,NRC,0,103108,Overdue,207904,6,30,repeat issue 
WO02156,A1039,Heysham 1,Vendor_27,Ops,P2,Cancelled,Pump Failure,Vendor Delay,17/02/2023,2023-04-05,305603,354210,48607,82.4,246.3,13,High,compliant,46.0,EMP652,21,AGR,P1380,242,101,78,Corrective,38.5,8,C,15.27,NRC,0,988720,Pending,286750,2,365,urgent
WO02157,A1062,Olkiluoto 3,Vendor_12,Procurement,P4,Closed,Pump Failure,Design,2025-07-05,2025-08-17,456223,456110,-113,-0.9,490.0,45,Critical,Compliant,,EMP682,19,AGR,P1384,412,110,84,Emergency,58.5,2,D,2.49,NRC,0,524984,Paid,459732,5,90,repeat issue 
WO02158,A1102,Olkiluoto 3,Vendor_23,Ops,P1,Cancelled,Sensor Fault,Vendor Delay,2023-05-28,2023-07-08,307860,352294,44434,64.6,701.4,3,High,Compliant,,EMP429,28,SMR,P1095,224,22,74,Predictive,12.7,7,C,3.85,ONR,0,980413,Paid,350026,12,30,repeat issue 
WO02159,A1221,Olkiluoto 3,Vendor_11,Maint,P4,In Progress,Calibration Drift,Design,2022-05-27,2022-07-08,375263,417715,42452,32.3,493.6,33,High,Non-Compliant,43.0,EMP705,37,AGR,P1206,483,89,16,Preventive,66.4,5,C,5.22,NRC,0,420429,Overdue,401391,10,30,N/A
WO02160,A1157,Sizewell B,Vendor_3,Engineering,P5,Cancelled,Inspection Overdue,Unknown,2025-08-04,2025-08-18,306565,315134,8569,85.4,720.6,16,Critical,Compliant,,EMP807,12,PHWR,P1253,300,112,42,Emergency,34.8,4,A,3.29,ONR,0,711148,Overdue,300772,10,90,urgent
WO02161,A1207,Heysham 1,Vendor_13,Procurement,P3,Cancelled,Sensor Fault,Human Error,14/02/2022,2022-03-24,216567,288971,72404,31.5,451.0,56,Critical,Pending,75.0,EMP170,21,BWR,P1194,223,42,71,Emergency,49.0,2,A,11.61,STUK,0,883444,Pending,248451,7,90,urgent
WO02162,A1018,Sizewell B,Vendor_23,Finance,P5,Cancelled,Inspection Overdue,Vendor Delay,27/06/2024,2024-07-31,462780,577545,114765,34.8,729.4,24,Low,Pending,95.0,EMP894,6,PHWR,P1418,112,116,11,Emergency,17.2,1,C,4.56,NRC,0,829359,Overdue,508079,2,180,await docs
WO02163,A1214,Torness,Vendor_23,Procurement,P4,Cancelled,Sensor Fault,Unknown,2022-05-25,2022-06-17,401225,399712,-1513,50.9,187.5,29,Medium,compliant,,EMP700,39,BWR,P1007,140,92,56,Preventive,47.5,6,D,10.97,CNSC,0,642268,Paid,419617,9,180,N/A
WO02164,A1174,Sizewell B,Vendor_10,Finance,P1,Closed,Sensor Fault,Unknown,08/10/2024,2024-11-06,456827,470379,13552,0.8,691.3,11,High,Pending,,EMP965,40,PWR,P1064,141,15,13,Emergency,75.2,7,A,15.12,NRC,0,470537,Pending,453863,9,30,await docs
WO02165,A1007,Torness,Vendor_14,Ops,P4,Open,Inspection Overdue,Unknown,2022-06-06,2022-06-15,143459,114505,-28954,15.3,90.3,22,Critical,Compliant,88.0,EMP194,35,PHWR,P1327,482,83,77,Emergency,29.8,8,C,12.0,STUK,0,967778,Paid,163752,1,365,await docs
WO02166,A1109,Sizewell B,Vendor_6,Finance,P3,In Progress,Calibration Drift,Vendor Delay,03/09/2022,2022-10-17,219700,274905,55205,63.5,10.3,2,Low,Compliant,,EMP696,41,PHWR,P1387,57,115,64,Emergency,69.7,2,D,4.83,CNSC,0,938568,Paid,218940,4,30,repeat issue 
WO02167,A1194,Heysham 1,Vendor_29,Procurement,P5,Open,Inspection Overdue,Ageing,2024-12-30,2025-01-21,237574,291590,54016,27.9,594.6,78,Low,compliant,50.0,EMP293,19,AGR,P1449,279,98,56,Predictive,30.8,2,A,3.93,STUK,28602,719200,Overdue,237089,6,180,urgent
WO02168,A1153,Diablo Canyon,Vendor_3,Procurement,P3,Cancelled,Valve Leak,Human Error,09/02/2024,2024-03-06,459861,459989,128,35.0,615.8,57,Medium,Non-Compliant,,EMP354,7,AGR,P1406,475,14,64,Corrective,42.0,4,D,17.8,STUK,0,59163,Paid,447925,12,90,urgent
WO02169,A1023,Sizewell B,Vendor_13,Procurement,P4,Cancelled,Pump Failure,Design,04/11/2022,,333735,413658,79923,79.9,422.7,36,High,Pending,,EMP476,31,BWR,P1389,374,98,66,Preventive,32.7,3,D,15.34,STUK,0,751189,Pending,342379,2,365,urgent
WO02170,A1213,Bruce A,Vendor_24,Finance,P3,Closed,Inspection Overdue,Vendor Delay,2022-07-08,2022-07-17,377725,456032,78307,84.2,656.2,62,Medium,compliant,54.0,EMP452,8,PWR,P1234,157,118,75,Corrective,59.4,6,C,9.8,CNSC,0,785796,Overdue,415605,8,365,await docs
WO02171,A1153,Sizewell B,Vendor_1,Procurement,P2,Closed,Inspection Overdue,Vendor Delay,07/03/2022,2022-04-10,250652,299413,48761,45.7,173.3,67,Medium,Compliant,79.0,EMP374,32,SMR,P1481,193,29,75,Preventive,32.6,1,B,2.65,NRC,0,468294,Overdue,283203,3,30,urgent
WO02172,A1022,Diablo Canyon,Vendor_4,Safety,P5,Cancelled,Calibration Drift,Vendor Delay,26/12/2022,,178243,183492,5249,4.8,796.8,53,Critical,Non-Compliant,,EMP923,13,PWR,P1477,124,63,85,Corrective,16.9,6,B,1.42,CNSC,0,842736,Overdue,200769,8,365,N/A
WO02173,A1076,Diablo Canyon,Vendor_27,Maint,P3,Closed,Calibration Drift,Vendor Delay,07/04/2023,2023-06-03,114163,154201,40038,9.2,685.2,49,High,Pending,63.0,EMP345,8,PWR,P1346,76,48,60,Emergency,49.2,8,A,0.84,STUK,0,800369,Overdue,120754,5,90,await docs
WO02174,A1149,Bruce A,Vendor_16,Procurement,P2,Cancelled,Inventory Shortage,Unknown,27/04/2022,2022-06-09,375496,397598,22102,41.4,669.1,20,Critical,Pending,,EMP744,25,PWR,P1187,461,108,37,Predictive,58.9,5,D,6.92,STUK,0,881530,Overdue,388210,9,365,urgent
WO02175,A1069,Diablo Canyon,Vendor_4,Ops,P3,Closed,Calibration Drift,Design,31/10/2024,2024-12-21,129938,209292,79354,4.4,271.9,7,Critical,compliant,,EMP238,28,AGR,P1077,265,70,16,Preventive,74.2,1,B,1.13,STUK,38019,201544,Overdue,113990,3,90,repeat issue 
WO02176,A1005,Diablo Canyon,Vendor_3,Maint,P4,Open,Pump Failure,Ageing,2022-06-06,2022-06-17,218103,210302,-7801,42.8,288.3,47,Medium,Compliant,,EMP384,29,PHWR,P1482,356,54,-3,Predictive,14.4,6,C,13.58,CNSC,0,490583,Overdue,226010,4,30,repeat issue 
WO02177,A1098,Diablo Canyon,Vendor_19,Engineering,P4,Closed,Calibration Drift,Vendor Delay,08/06/2023,2023-07-03,303723,334380,30657,33.5,322.3,21,Critical,Compliant,,EMP778,38,PWR,P1168,488,20,36,Predictive,50.9,4,A,0.45,STUK,55610,110672,Pending,352420,6,180,urgent
WO02178,A1267,Heysham 1,Vendor_25,Ops,P5,Closed,Inventory Shortage,Unknown,29/03/2024,2024-05-25,70800,97394,26594,26.6,555.7,100,Critical,compliant,80.0,EMP399,38,PWR,P1437,385,87,80,Corrective,29.9,1,D,8.94,STUK,0,526948,Overdue,75771,8,30,
WO02179,A1144,Olkiluoto 3,Vendor_20,Engineering,P5,Cancelled,Inspection Overdue,Design,2023-10-03,,253993,373719,119726,76.4,273.1,58,Low,Compliant,,EMP480,44,BWR,P1067,439,94,54,Emergency,41.7,3,D,6.95,ONR,0,492888,Overdue,292642,8,30,urgent
WO02180,A1155,Heysham 1,Vendor_22,Maint,P3,Cancelled,Valve Leak,Ageing,31/07/2024,2024-08-21,142947,183364,40417,79.0,151.1,81,Low,compliant,83.0,EMP831,30,AGR,P1066,338,61,46,Preventive,11.4,1,B,0.08,CNSC,6596,291522,Pending,150830,3,90,repeat issue 
WO02181,A1039,Heysham 1,Vendor_12,Finance,P3,Closed,Inspection Overdue,Ageing,07/01/2023,2023-02-14,352406,347109,-5297,26.7,698.4,20,High,Compliant,88.0,EMP721,10,BWR,P1187,431,116,89,Corrective,15.2,7,D,4.86,CNSC,0,261078,Paid,340053,7,180,N/A
WO02182,A1045,Bruce A,Vendor_2,Engineering,P1,Cancelled,Valve Leak,Ageing,29/07/2023,2023-08-24,334282,332798,-1484,10.0,341.2,66,Critical,Compliant,,EMP199,35,AGR,P1139,379,88,12,Predictive,49.2,4,C,10.39,NRC,0,829897,Pending,337550,6,180,urgent
